Veg,Soil,Eco,Group
MW12,ST1B,AC5,AC
MW9,ST1B,AC5,AC
OW1,ST1B,AC1,AC
OW2,ST1B,AC1,AC
OW3,ST1B,AC1,AC
SH1,ST1B,AC9,AC
SH2,ST1B,AC9,AC
SH3,ST1B,AC9,AC
SH4,ST1B,AC9,AC
SH5,ST1B,AC9,AC
SH5b,ST1B,AC9,AC
SH6,ST1B,AC9,AC
SH7,ST1B,AC9,AC
SH8,ST1B,AC9,AC
SP1,ST1B,AC5,AC
SP10,ST1B,AC5,AC
SP1a,ST1B,AC5,AC
SP2,ST1B,AC5,AC
SP2a,ST1B,AC5,AC
SP3,ST1B,AC5,AC
SP4,ST1B,AC5,AC
SP4a,ST1B,AC5,AC
SP4b,ST1B,AC5,AC
SP5,ST1B,AC5,AC
SP6,ST1B,AC5,AC
SP7,ST1B,AC5,AC
SP8,ST1B,AC5,AC
TH1,ST1B,AC9,AC
TH1a,ST1B,AC9,AC
TH5,ST1B,AC9,AC
TH6,ST1B,AC9,AC
TH7,ST1B,AC9,AC
TH8,ST1B,AC9,AC
TH8a,ST1B,AC9,AC
TH9,ST1B,AC9,AC
CA2,ST1S,AC5,AC
IH1,ST1S,AC5,AC
IH1a,ST1S,AC5,AC
IH2,ST1S,AC5,AC
IH2a,ST1S,AC5,AC
IH4,ST1S,AC9,AC
IH4a,ST1S,AC9,AC
IH6,ST1S,AC9,AC
IH6a,ST1S,AC9,AC
IH6b,ST1S,AC9,AC
IH7,ST1S,AC9,AC
IH8,ST1S,AC5,AC
MW10,ST1S,AC5,AC
MW11,ST1S,AC5,AC
MW12,ST1S,AC5,AC
MW9,ST1S,AC5,AC
OW1,ST1S,AC1,AC
OW2,ST1S,AC1,AC
OW3,ST1S,AC1,AC
SH1,ST1S,AC9,AC
SH2,ST1S,AC9,AC
SH3,ST1S,AC9,AC
SH4,ST1S,AC9,AC
SH5,ST1S,AC9,AC
SH5b,ST1S,AC9,AC
SH6,ST1S,AC9,AC
SH7,ST1S,AC9,AC
SH8,ST1S,AC9,AC
SP1,ST1S,AC5,AC
SP10,ST1S,AC5,AC
SP1a,ST1S,AC5,AC
SP2,ST1S,AC5,AC
SP2a,ST1S,AC5,AC
SP3,ST1S,AC5,AC
SP4,ST1S,AC5,AC
SP4a,ST1S,AC5,AC
SP4b,ST1S,AC5,AC
SP5,ST1S,AC5,AC
SP6,ST1S,AC5,AC
SP7,ST1S,AC5,AC
SP8,ST1S,AC5,AC
TH1,ST1S,AC9,AC
TH1a,ST1S,AC9,AC
TH5,ST1S,AC9,AC
TH6,ST1S,AC9,AC
TH7,ST1S,AC9,AC
TH8,ST1S,AC9,AC
TH8a,ST1S,AC9,AC
TH9,ST1S,AC9,AC
CA2,ST1SB,AC5,AC
IH1,ST1SB,AC5,AC
IH1a,ST1SB,AC5,AC
IH2,ST1SB,AC5,AC
IH2a,ST1SB,AC5,AC
IH4,ST1SB,AC9,AC
IH4a,ST1SB,AC9,AC
IH6,ST1SB,AC9,AC
IH6a,ST1SB,AC9,AC
IH6b,ST1SB,AC9,AC
IH7,ST1SB,AC9,AC
IH8,ST1SB,AC5,AC
MW10,ST1SB,AC5,AC
MW11,ST1SB,AC5,AC
MW12,ST1SB,AC5,AC
MW9,ST1SB,AC5,AC
OW1,ST1SB,AC1,AC
OW2,ST1SB,AC1,AC
OW3,ST1SB,AC1,AC
SH1,ST1SB,AC9,AC
SH2,ST1SB,AC9,AC
SH3,ST1SB,AC9,AC
SH4,ST1SB,AC9,AC
SH5,ST1SB,AC9,AC
SH5b,ST1SB,AC9,AC
SH6,ST1SB,AC9,AC
SH7,ST1SB,AC9,AC
SH8,ST1SB,AC9,AC
SP1,ST1SB,AC5,AC
SP10,ST1SB,AC5,AC
SP1a,ST1SB,AC5,AC
SP2,ST1SB,AC5,AC
SP2a,ST1SB,AC5,AC
SP3,ST1SB,AC5,AC
SP4,ST1SB,AC5,AC
SP4a,ST1SB,AC5,AC
SP4b,ST1SB,AC5,AC
SP5,ST1SB,AC5,AC
SP6,ST1SB,AC5,AC
SP7,ST1SB,AC5,AC
SP8,ST1SB,AC5,AC
TH1,ST1SB,AC9,AC
TH1a,ST1SB,AC9,AC
TH5,ST1SB,AC9,AC
TH6,ST1SB,AC9,AC
TH7,ST1SB,AC9,AC
TH8,ST1SB,AC9,AC
TH8a,ST1SB,AC9,AC
TH9,ST1SB,AC9,AC
CA1,ST2,AC10,AC
CA2,ST2,AC6,AC
IH1,ST2,AC6,AC
IH1a,ST2,AC6,AC
IH2,ST2,AC6,AC
IH2a,ST2,AC6,AC
IH3,ST2,AC10,AC
IH4,ST2,AC10,AC
IH4a,ST2,AC10,AC
IH5,ST2,AC10,AC
IH6,ST2,AC10,AC
IH6a,ST2,AC10,AC
IH6b,ST2,AC10,AC
IH7,ST2,AC10,AC
IH8,ST2,AC6,AC
IH9,ST2,AC10,AC
KA1,ST2,AC10,AC
KA2,ST2,AC10,AC
KA3,ST2,AC10,AC
KA4,ST2,AC10,AC
MW1,ST2,AC10,AC
MW10,ST2,AC6,AC
MW11,ST2,AC6,AC
MW12,ST2,AC6,AC
MW2,ST2,AC10,AC
MW2a,ST2,AC10,AC
MW3,ST2,AC10,AC
MW4,ST2,AC10,AC
MW4a,ST2,AC10,AC
MW5,ST2,AC10,AC
MW6,ST2,AC10,AC
MW7,ST2,AC10,AC
MW8,ST2,AC10,AC
MW9,ST2,AC6,AC
OF1,ST2,AC10,AC
OF3,ST2,AC10,AC
OF4,ST2,AC10,AC
OF5,ST2,AC10,AC
OF7,ST2,AC10,AC
OF8,ST2,AC10,AC
OF9,ST2,AC10,AC
OW1,ST2,AC2,AC
OW2,ST2,AC2,AC
OW3,ST2,AC2,AC
OW4,ST2,AC10,AC
SH1,ST2,AC10,AC
SH2,ST2,AC10,AC
SH3,ST2,AC10,AC
SH4,ST2,AC10,AC
SH5,ST2,AC10,AC
SH5a,ST2,AC10,AC
SH5b,ST2,AC10,AC
SH6,ST2,AC10,AC
SH7,ST2,AC10,AC
SH8,ST2,AC10,AC
SP1,ST2,AC6,AC
SP10,ST2,AC6,AC
SP1a,ST2,AC6,AC
SP2,ST2,AC6,AC
SP2a,ST2,AC6,AC
SP3,ST2,AC6,AC
SP4,ST2,AC6,AC
SP4a,ST2,AC6,AC
SP4b,ST2,AC6,AC
SP5,ST2,AC6,AC
SP6,ST2,AC6,AC
SP7,ST2,AC6,AC
SP8,ST2,AC6,AC
SP9,ST2,AC6,AC
TH1,ST2,AC13,AC
TH1a,ST2,AC13,AC
TH2,ST2,AC13,AC
TH2a,ST2,AC13,AC
TH3,ST2,AC13,AC
TH5,ST2,AC13,AC
TH6,ST2,AC13,AC
TH7,ST2,AC13,AC
TH8,ST2,AC13,AC
TH8a,ST2,AC13,AC
TH9,ST2,AC13,AC
CA1,ST2B,AC10,AC
IH1,ST2B,AC6,AC
IH1a,ST2B,AC6,AC
IH2,ST2B,AC6,AC
IH2a,ST2B,AC6,AC
IH3,ST2B,AC10,AC
IH4,ST2B,AC10,AC
IH4a,ST2B,AC10,AC
IH5,ST2B,AC10,AC
IH6,ST2B,AC10,AC
IH6a,ST2B,AC10,AC
IH6b,ST2B,AC10,AC
IH7,ST2B,AC10,AC
IH8,ST2B,AC6,AC
IH9,ST2B,AC10,AC
KA1,ST2B,AC10,AC
KA2,ST2B,AC10,AC
KA3,ST2B,AC10,AC
KA4,ST2B,AC10,AC
MW1,ST2B,AC10,AC
MW10,ST2B,AC6,AC
MW11,ST2B,AC6,AC
MW12,ST2B,AC6,AC
MW2,ST2B,AC10,AC
MW2a,ST2B,AC10,AC
MW3,ST2B,AC10,AC
MW4,ST2B,AC10,AC
MW4a,ST2B,AC10,AC
MW5,ST2B,AC10,AC
MW6,ST2B,AC10,AC
MW7,ST2B,AC10,AC
MW8,ST2B,AC10,AC
MW9,ST2B,AC6,AC
OW1,ST2B,AC2,AC
OW2,ST2B,AC2,AC
OW3,ST2B,AC2,AC
OW4,ST2B,AC10,AC
SH1,ST2B,AC10,AC
SH2,ST2B,AC10,AC
SH3,ST2B,AC10,AC
SH4,ST2B,AC10,AC
SH5,ST2B,AC10,AC
SH5a,ST2B,AC10,AC
SH5b,ST2B,AC10,AC
SH6,ST2B,AC10,AC
SH7,ST2B,AC10,AC
SH8,ST2B,AC10,AC
SP1,ST2B,AC6,AC
SP10,ST2B,AC6,AC
SP1a,ST2B,AC6,AC
SP2,ST2B,AC6,AC
SP2a,ST2B,AC6,AC
SP3,ST2B,AC6,AC
SP4,ST2B,AC6,AC
SP4a,ST2B,AC6,AC
SP4b,ST2B,AC6,AC
SP5,ST2B,AC6,AC
SP6,ST2B,AC6,AC
SP7,ST2B,AC6,AC
SP8,ST2B,AC6,AC
SP9,ST2B,AC6,AC
TH1,ST2B,AC13,AC
TH1a,ST2B,AC13,AC
TH2,ST2B,AC13,AC
TH2a,ST2B,AC13,AC
TH3,ST2B,AC13,AC
TH5,ST2B,AC13,AC
TH6,ST2B,AC13,AC
TH7,ST2B,AC13,AC
TH8,ST2B,AC13,AC
TH8a,ST2B,AC13,AC
TH9,ST2B,AC13,AC
CA1,ST2C,AC10,AC
CA2,ST2C,AC6,AC
IH1,ST2C,AC6,AC
IH1a,ST2C,AC6,AC
IH2,ST2C,AC6,AC
IH2a,ST2C,AC6,AC
IH4,ST2C,AC10,AC
IH4a,ST2C,AC10,AC
IH6,ST2C,AC10,AC
IH6a,ST2C,AC10,AC
IH6b,ST2C,AC10,AC
IH7,ST2C,AC10,AC
IH8,ST2C,AC6,AC
MW1,ST2C,AC10,AC
MW10,ST2C,AC6,AC
MW11,ST2C,AC6,AC
MW12,ST2C,AC6,AC
MW2,ST2C,AC10,AC
MW2a,ST2C,AC10,AC
MW3,ST2C,AC10,AC
MW4,ST2C,AC10,AC
MW4a,ST2C,AC10,AC
MW5,ST2C,AC10,AC
MW6,ST2C,AC10,AC
MW7,ST2C,AC10,AC
MW8,ST2C,AC10,AC
MW9,ST2C,AC6,AC
OW1,ST2C,AC2,AC
OW2,ST2C,AC2,AC
OW3,ST2C,AC2,AC
SH1,ST2C,AC10,AC
SH2,ST2C,AC10,AC
SH3,ST2C,AC10,AC
SH4,ST2C,AC10,AC
SH5,ST2C,AC10,AC
SH5b,ST2C,AC10,AC
SH6,ST2C,AC10,AC
SH7,ST2C,AC10,AC
SH8,ST2C,AC10,AC
SP1,ST2C,AC6,AC
SP10,ST2C,AC6,AC
SP1a,ST2C,AC6,AC
SP2,ST2C,AC6,AC
SP2a,ST2C,AC6,AC
SP3,ST2C,AC6,AC
SP4,ST2C,AC6,AC
SP4a,ST2C,AC6,AC
SP4b,ST2C,AC6,AC
SP5,ST2C,AC6,AC
SP6,ST2C,AC6,AC
SP7,ST2C,AC6,AC
SP8,ST2C,AC6,AC
SP9,ST2C,AC6,AC
TH1,ST2C,AC10,AC
TH1a,ST2C,AC10,AC
TH2,ST2C,AC10,AC
TH2a,ST2C,AC10,AC
TH5,ST2C,AC10,AC
TH6,ST2C,AC10,AC
TH7,ST2C,AC10,AC
TH8,ST2C,AC10,AC
TH8a,ST2C,AC10,AC
TH9,ST2C,AC10,AC
CA1,ST2CB,AC10,AC
CA2,ST2CB,AC6,AC
IH1,ST2CB,AC6,AC
IH1a,ST2CB,AC6,AC
IH2,ST2CB,AC6,AC
IH2a,ST2CB,AC6,AC
IH4,ST2CB,AC10,AC
IH4a,ST2CB,AC10,AC
IH6,ST2CB,AC10,AC
IH6a,ST2CB,AC10,AC
IH6b,ST2CB,AC10,AC
IH7,ST2CB,AC10,AC
IH8,ST2CB,AC6,AC
MW1,ST2CB,AC10,AC
MW10,ST2CB,AC6,AC
MW11,ST2CB,AC6,AC
MW12,ST2CB,AC6,AC
MW2,ST2CB,AC10,AC
MW2a,ST2CB,AC10,AC
MW3,ST2CB,AC10,AC
MW4,ST2CB,AC10,AC
MW4a,ST2CB,AC10,AC
MW5,ST2CB,AC10,AC
MW6,ST2CB,AC10,AC
MW7,ST2CB,AC10,AC
MW8,ST2CB,AC10,AC
MW9,ST2CB,AC6,AC
OW1,ST2CB,AC2,AC
OW2,ST2CB,AC2,AC
OW3,ST2CB,AC2,AC
SH1,ST2CB,AC10,AC
SH2,ST2CB,AC10,AC
SH3,ST2CB,AC10,AC
SH4,ST2CB,AC10,AC
SH5,ST2CB,AC10,AC
SH5b,ST2CB,AC10,AC
SH6,ST2CB,AC10,AC
SH7,ST2CB,AC10,AC
SH8,ST2CB,AC10,AC
SP1,ST2CB,AC6,AC
SP10,ST2CB,AC6,AC
SP1a,ST2CB,AC6,AC
SP2,ST2CB,AC6,AC
SP2a,ST2CB,AC6,AC
SP3,ST2CB,AC6,AC
SP4,ST2CB,AC6,AC
SP4a,ST2CB,AC6,AC
SP4b,ST2CB,AC6,AC
SP5,ST2CB,AC6,AC
SP6,ST2CB,AC6,AC
SP7,ST2CB,AC6,AC
SP8,ST2CB,AC6,AC
SP9,ST2CB,AC6,AC
TH1,ST2CB,AC10,AC
TH1a,ST2CB,AC10,AC
TH2,ST2CB,AC10,AC
TH2a,ST2CB,AC10,AC
TH5,ST2CB,AC10,AC
TH6,ST2CB,AC10,AC
TH7,ST2CB,AC10,AC
TH8,ST2CB,AC10,AC
TH8a,ST2CB,AC10,AC
TH9,ST2CB,AC10,AC
CA1,ST2CS,AC10,AC
CA2,ST2CS,AC6,AC
IH1,ST2CS,AC6,AC
IH1a,ST2CS,AC6,AC
IH2,ST2CS,AC6,AC
IH2a,ST2CS,AC6,AC
IH4,ST2CS,AC10,AC
IH4a,ST2CS,AC10,AC
IH6,ST2CS,AC10,AC
IH6a,ST2CS,AC10,AC
IH6b,ST2CS,AC10,AC
IH7,ST2CS,AC10,AC
IH8,ST2CS,AC6,AC
MW1,ST2CS,AC10,AC
MW10,ST2CS,AC6,AC
MW11,ST2CS,AC6,AC
MW12,ST2CS,AC6,AC
MW2,ST2CS,AC10,AC
MW2a,ST2CS,AC10,AC
MW3,ST2CS,AC10,AC
MW4,ST2CS,AC10,AC
MW4a,ST2CS,AC10,AC
MW5,ST2CS,AC10,AC
MW6,ST2CS,AC10,AC
MW7,ST2CS,AC10,AC
MW8,ST2CS,AC10,AC
MW9,ST2CS,AC6,AC
OW1,ST2CS,AC2,AC
OW2,ST2CS,AC2,AC
OW3,ST2CS,AC2,AC
SH1,ST2CS,AC10,AC
SH2,ST2CS,AC10,AC
SH3,ST2CS,AC10,AC
SH4,ST2CS,AC10,AC
SH5,ST2CS,AC10,AC
SH5b,ST2CS,AC10,AC
SH6,ST2CS,AC10,AC
SH7,ST2CS,AC10,AC
SH8,ST2CS,AC10,AC
SP1,ST2CS,AC6,AC
SP10,ST2CS,AC6,AC
SP1a,ST2CS,AC6,AC
SP2,ST2CS,AC6,AC
SP2a,ST2CS,AC6,AC
SP3,ST2CS,AC6,AC
SP4,ST2CS,AC6,AC
SP4a,ST2CS,AC6,AC
SP4b,ST2CS,AC6,AC
SP5,ST2CS,AC6,AC
SP6,ST2CS,AC6,AC
SP7,ST2CS,AC6,AC
SP8,ST2CS,AC6,AC
SP9,ST2CS,AC6,AC
TH1,ST2CS,AC10,AC
TH1a,ST2CS,AC10,AC
TH2,ST2CS,AC10,AC
TH2a,ST2CS,AC10,AC
TH5,ST2CS,AC10,AC
TH6,ST2CS,AC10,AC
TH7,ST2CS,AC10,AC
TH8,ST2CS,AC10,AC
TH8a,ST2CS,AC10,AC
TH9,ST2CS,AC10,AC
CA1,ST2CSB,AC10,AC
CA2,ST2CSB,AC6,AC
IH1,ST2CSB,AC6,AC
IH1a,ST2CSB,AC6,AC
IH2,ST2CSB,AC6,AC
IH2a,ST2CSB,AC6,AC
IH4,ST2CSB,AC10,AC
IH4a,ST2CSB,AC10,AC
IH6,ST2CSB,AC10,AC
IH6a,ST2CSB,AC10,AC
IH6b,ST2CSB,AC10,AC
IH7,ST2CSB,AC10,AC
IH8,ST2CSB,AC6,AC
MW1,ST2CSB,AC10,AC
MW10,ST2CSB,AC6,AC
MW11,ST2CSB,AC6,AC
MW12,ST2CSB,AC6,AC
MW2,ST2CSB,AC10,AC
MW2a,ST2CSB,AC10,AC
MW3,ST2CSB,AC10,AC
MW4,ST2CSB,AC10,AC
MW4a,ST2CSB,AC10,AC
MW5,ST2CSB,AC10,AC
MW6,ST2CSB,AC10,AC
MW7,ST2CSB,AC10,AC
MW8,ST2CSB,AC10,AC
MW9,ST2CSB,AC6,AC
OW1,ST2CSB,AC2,AC
OW2,ST2CSB,AC2,AC
OW3,ST2CSB,AC2,AC
SH1,ST2CSB,AC10,AC
SH2,ST2CSB,AC10,AC
SH3,ST2CSB,AC10,AC
SH4,ST2CSB,AC10,AC
SH5,ST2CSB,AC10,AC
SH5b,ST2CSB,AC10,AC
SH6,ST2CSB,AC10,AC
SH7,ST2CSB,AC10,AC
SH8,ST2CSB,AC10,AC
SP1,ST2CSB,AC6,AC
SP10,ST2CSB,AC6,AC
SP1a,ST2CSB,AC6,AC
SP2,ST2CSB,AC6,AC
SP2a,ST2CSB,AC6,AC
SP3,ST2CSB,AC6,AC
SP4,ST2CSB,AC6,AC
SP4a,ST2CSB,AC6,AC
SP4b,ST2CSB,AC6,AC
SP5,ST2CSB,AC6,AC
SP6,ST2CSB,AC6,AC
SP7,ST2CSB,AC6,AC
SP8,ST2CSB,AC6,AC
SP9,ST2CSB,AC6,AC
TH1,ST2CSB,AC10,AC
TH1a,ST2CSB,AC10,AC
TH2,ST2CSB,AC10,AC
TH2a,ST2CSB,AC10,AC
TH5,ST2CSB,AC10,AC
TH6,ST2CSB,AC10,AC
TH7,ST2CSB,AC10,AC
TH8,ST2CSB,AC10,AC
TH8a,ST2CSB,AC10,AC
TH9,ST2CSB,AC10,AC
CA1,ST2L,AC10,AC
CA2,ST2L,AC6,AC
IH1,ST2L,AC6,AC
IH1a,ST2L,AC6,AC
IH2,ST2L,AC6,AC
IH2a,ST2L,AC6,AC
IH3,ST2L,AC13,AC
IH4,ST2L,AC10,AC
IH4a,ST2L,AC10,AC
IH5,ST2L,AC13,AC
IH6,ST2L,AC10,AC
IH6a,ST2L,AC10,AC
IH6b,ST2L,AC10,AC
IH7,ST2L,AC13,AC
IH9,ST2L,AC10,AC
KA1,ST2L,AC13,AC
KA2,ST2L,AC13,AC
KA3,ST2L,AC13,AC
KA4,ST2L,AC13,AC
MW1,ST2L,AC13,AC
MW10,ST2L,AC6,AC
MW11,ST2L,AC6,AC
MW12,ST2L,AC6,AC
MW2,ST2L,AC13,AC
MW2a,ST2L,AC13,AC
MW3,ST2L,AC13,AC
MW4,ST2L,AC13,AC
MW4a,ST2L,AC13,AC
MW5,ST2L,AC13,AC
MW6,ST2L,AC13,AC
MW7,ST2L,AC10,AC
MW8,ST2L,AC10,AC
MW9,ST2L,AC6,AC
OF1,ST2L,AC13,AC
OF3,ST2L,AC13,AC
OF4,ST2L,AC13,AC
OF5,ST2L,AC13,AC
OF6,ST2L,AC13,AC
OF7,ST2L,AC13,AC
OF8,ST2L,AC13,AC
OF9,ST2L,AC13,AC
OW1,ST2L,AC2,AC
OW2,ST2L,AC2,AC
OW3,ST2L,AC2,AC
OW4,ST2L,AC10,AC
SH1,ST2L,AC10,AC
SH2,ST2L,AC10,AC
SH3,ST2L,AC10,AC
SH4,ST2L,AC10,AC
SH5,ST2L,AC10,AC
SH5a,ST2L,AC10,AC
SH5b,ST2L,AC10,AC
SH6,ST2L,AC10,AC
SH7,ST2L,AC10,AC
SH8,ST2L,AC10,AC
SP1,ST2L,AC6,AC
SP10,ST2L,AC6,AC
SP1a,ST2L,AC6,AC
SP2,ST2L,AC6,AC
SP2a,ST2L,AC6,AC
SP3,ST2L,AC6,AC
SP4,ST2L,AC6,AC
SP4a,ST2L,AC6,AC
SP4b,ST2L,AC6,AC
SP5,ST2L,AC6,AC
SP6,ST2L,AC6,AC
SP7,ST2L,AC6,AC
SP8,ST2L,AC6,AC
SP9,ST2L,AC6,AC
TH1,ST2L,AC13,AC
TH1a,ST2L,AC13,AC
TH2,ST2L,AC13,AC
TH2a,ST2L,AC13,AC
TH3,ST2L,AC13,AC
TH4,ST2L,AC13,AC
TH5,ST2L,AC13,AC
TH6,ST2L,AC13,AC
TH7,ST2L,AC13,AC
TH8,ST2L,AC13,AC
TH8a,ST2L,AC13,AC
TH9,ST2L,AC13,AC
CA1,ST2LB,AC10,AC
CA2,ST2LB,AC6,AC
IH1,ST2LB,AC6,AC
IH1a,ST2LB,AC6,AC
IH2,ST2LB,AC6,AC
IH2a,ST2LB,AC6,AC
IH3,ST2LB,AC13,AC
IH4,ST2LB,AC10,AC
IH4a,ST2LB,AC10,AC
IH5,ST2LB,AC13,AC
IH6,ST2LB,AC10,AC
IH6a,ST2LB,AC10,AC
IH6b,ST2LB,AC10,AC
IH7,ST2LB,AC13,AC
IH9,ST2LB,AC10,AC
KA1,ST2LB,AC13,AC
KA2,ST2LB,AC13,AC
KA3,ST2LB,AC13,AC
KA4,ST2LB,AC13,AC
MW1,ST2LB,AC13,AC
MW10,ST2LB,AC6,AC
MW11,ST2LB,AC6,AC
MW12,ST2LB,AC6,AC
MW2,ST2LB,AC13,AC
MW2a,ST2LB,AC13,AC
MW3,ST2LB,AC13,AC
MW4,ST2LB,AC13,AC
MW4a,ST2LB,AC13,AC
MW5,ST2LB,AC13,AC
MW6,ST2LB,AC13,AC
MW7,ST2LB,AC10,AC
MW8,ST2LB,AC10,AC
MW9,ST2LB,AC6,AC
OW1,ST2LB,AC2,AC
OW2,ST2LB,AC2,AC
OW3,ST2LB,AC2,AC
OW4,ST2LB,AC10,AC
SH1,ST2LB,AC10,AC
SH2,ST2LB,AC10,AC
SH3,ST2LB,AC10,AC
SH4,ST2LB,AC10,AC
SH5,ST2LB,AC10,AC
SH5a,ST2LB,AC10,AC
SH5b,ST2LB,AC10,AC
SH6,ST2LB,AC10,AC
SH7,ST2LB,AC10,AC
SH8,ST2LB,AC10,AC
SP1,ST2LB,AC6,AC
SP10,ST2LB,AC6,AC
SP1a,ST2LB,AC6,AC
SP2,ST2LB,AC6,AC
SP2a,ST2LB,AC6,AC
SP3,ST2LB,AC6,AC
SP4,ST2LB,AC6,AC
SP4a,ST2LB,AC6,AC
SP4b,ST2LB,AC6,AC
SP5,ST2LB,AC6,AC
SP6,ST2LB,AC6,AC
SP7,ST2LB,AC6,AC
SP8,ST2LB,AC6,AC
SP9,ST2LB,AC6,AC
TH1,ST2LB,AC13,AC
TH1a,ST2LB,AC13,AC
TH2,ST2LB,AC13,AC
TH2a,ST2LB,AC13,AC
TH3,ST2LB,AC13,AC
TH4,ST2LB,AC13,AC
TH5,ST2LB,AC13,AC
TH6,ST2LB,AC13,AC
TH7,ST2LB,AC13,AC
TH8,ST2LB,AC13,AC
TH8a,ST2LB,AC13,AC
TH9,ST2LB,AC13,AC
CA1,ST2LS,AC10,AC
CA2,ST2LS,AC6,AC
IH1,ST2LS,AC6,AC
IH1a,ST2LS,AC6,AC
IH2,ST2LS,AC6,AC
IH2a,ST2LS,AC6,AC
IH3,ST2LS,AC13,AC
IH4,ST2LS,AC10,AC
IH4a,ST2LS,AC10,AC
IH5,ST2LS,AC13,AC
IH6,ST2LS,AC10,AC
IH6a,ST2LS,AC10,AC
IH6b,ST2LS,AC10,AC
IH7,ST2LS,AC13,AC
IH9,ST2LS,AC10,AC
KA1,ST2LS,AC13,AC
KA2,ST2LS,AC13,AC
KA3,ST2LS,AC13,AC
KA4,ST2LS,AC13,AC
MW1,ST2LS,AC13,AC
MW10,ST2LS,AC6,AC
MW11,ST2LS,AC6,AC
MW12,ST2LS,AC6,AC
MW2,ST2LS,AC13,AC
MW2a,ST2LS,AC13,AC
MW3,ST2LS,AC13,AC
MW4,ST2LS,AC13,AC
MW4a,ST2LS,AC13,AC
MW5,ST2LS,AC13,AC
MW6,ST2LS,AC13,AC
MW7,ST2LS,AC10,AC
MW8,ST2LS,AC10,AC
MW9,ST2LS,AC6,AC
OW1,ST2LS,AC2,AC
OW2,ST2LS,AC2,AC
OW3,ST2LS,AC2,AC
OW4,ST2LS,AC10,AC
SH1,ST2LS,AC10,AC
SH2,ST2LS,AC10,AC
SH3,ST2LS,AC10,AC
SH4,ST2LS,AC10,AC
SH5,ST2LS,AC10,AC
SH5a,ST2LS,AC10,AC
SH5b,ST2LS,AC10,AC
SH6,ST2LS,AC10,AC
SH7,ST2LS,AC10,AC
SH8,ST2LS,AC10,AC
SP1,ST2LS,AC6,AC
SP10,ST2LS,AC6,AC
SP1a,ST2LS,AC6,AC
SP2,ST2LS,AC6,AC
SP2a,ST2LS,AC6,AC
SP3,ST2LS,AC6,AC
SP4,ST2LS,AC6,AC
SP4a,ST2LS,AC6,AC
SP4b,ST2LS,AC6,AC
SP5,ST2LS,AC6,AC
SP6,ST2LS,AC6,AC
SP7,ST2LS,AC6,AC
SP8,ST2LS,AC6,AC
SP9,ST2LS,AC6,AC
TH1,ST2LS,AC13,AC
TH1a,ST2LS,AC13,AC
TH2,ST2LS,AC13,AC
TH2a,ST2LS,AC13,AC
TH3,ST2LS,AC13,AC
TH5,ST2LS,AC13,AC
TH6,ST2LS,AC13,AC
TH7,ST2LS,AC13,AC
TH8,ST2LS,AC13,AC
TH8a,ST2LS,AC13,AC
TH9,ST2LS,AC13,AC
CA1,ST2LSB,AC10,AC
CA2,ST2LSB,AC6,AC
IH1,ST2LSB,AC6,AC
IH1a,ST2LSB,AC6,AC
IH2,ST2LSB,AC6,AC
IH2a,ST2LSB,AC6,AC
IH3,ST2LSB,AC13,AC
IH4,ST2LSB,AC10,AC
IH4a,ST2LSB,AC10,AC
IH5,ST2LSB,AC13,AC
IH6,ST2LSB,AC10,AC
IH6a,ST2LSB,AC10,AC
IH6b,ST2LSB,AC10,AC
IH7,ST2LSB,AC13,AC
IH9,ST2LSB,AC10,AC
KA1,ST2LSB,AC13,AC
KA2,ST2LSB,AC13,AC
KA3,ST2LSB,AC13,AC
KA4,ST2LSB,AC13,AC
MW1,ST2LSB,AC13,AC
MW10,ST2LSB,AC6,AC
MW11,ST2LSB,AC6,AC
MW12,ST2LSB,AC6,AC
MW2,ST2LSB,AC13,AC
MW2a,ST2LSB,AC13,AC
MW3,ST2LSB,AC13,AC
MW4,ST2LSB,AC13,AC
MW4a,ST2LSB,AC13,AC
MW5,ST2LSB,AC13,AC
MW6,ST2LSB,AC13,AC
MW7,ST2LSB,AC10,AC
MW8,ST2LSB,AC10,AC
MW9,ST2LSB,AC6,AC
OW1,ST2LSB,AC2,AC
OW2,ST2LSB,AC2,AC
OW3,ST2LSB,AC2,AC
OW4,ST2LSB,AC10,AC
SH1,ST2LSB,AC10,AC
SH2,ST2LSB,AC10,AC
SH3,ST2LSB,AC10,AC
SH4,ST2LSB,AC10,AC
SH5,ST2LSB,AC10,AC
SH5a,ST2LSB,AC10,AC
SH5b,ST2LSB,AC10,AC
SH6,ST2LSB,AC10,AC
SH7,ST2LSB,AC10,AC
SH8,ST2LSB,AC10,AC
SP1,ST2LSB,AC6,AC
SP10,ST2LSB,AC6,AC
SP1a,ST2LSB,AC6,AC
SP2,ST2LSB,AC6,AC
SP2a,ST2LSB,AC6,AC
SP3,ST2LSB,AC6,AC
SP4,ST2LSB,AC6,AC
SP4a,ST2LSB,AC6,AC
SP4b,ST2LSB,AC6,AC
SP5,ST2LSB,AC6,AC
SP6,ST2LSB,AC6,AC
SP7,ST2LSB,AC6,AC
SP8,ST2LSB,AC6,AC
SP9,ST2LSB,AC6,AC
TH1,ST2LSB,AC13,AC
TH1a,ST2LSB,AC13,AC
TH2,ST2LSB,AC13,AC
TH2a,ST2LSB,AC13,AC
TH3,ST2LSB,AC13,AC
TH5,ST2LSB,AC13,AC
TH6,ST2LSB,AC13,AC
